0 1.000000 1 1.696219 4.699229 2.378762 1
1 1.000000 1 2.343696 5.893464 0.638288 1
2 1.000000 1 3.368340 7.908144 0.477097 1
3 1.000000 1 3.969862 8.547551 -0.125995 0
4 1.000000 1 3.194119 7.868259 -1.661961 0
5 1.000000 1 1.792953 6.759456 -2.489281 0
6 1.000000 1 1.507479 7.976605 -3.549258 0
7 1.000000 1 0.029922 8.535368 -4.197360 0
8 1.000000 1 0.277471 8.300269 -4.277252 0
10 1.000000 1 -0.761422 8.403413 -3.394999 0
12 1.000000 1 -0.649464 5.759432 -4.028678 0
13 1.000000 1 -1.530748 7.220657 -3.070272 0
14 1.000000 1 -2.643874 7.293573 -4.441138 0
16 1.000000 1 -4.035970 8.846658 -3.079476 0
17 1.000000 1 -2.538339 8.104943 -1.853991 0
18 1.000000 1 -2.977187 10.482019 -1.936481 0
19 1.000000 1 -4.714609 11.251466 -1.750236 0
20 1.000000 1 -4.144650 10.801314 -0.878648 0
21 1.000000 1 -4.592083 10.979598 -1.475942 0
22 1.000000 1 -4.076254 10.996416 -2.600029 0
23 1.000000 1 -4.417802 11.049281 -3.365223 0
25 1.000000 1 -4.488115 10.992985 -3.355203 0
27 1.000000 1 -6.037027 11.481858 -3.846933 0
28 1.000000 1 -5.862336 11.931748 -2.343547 0
30 1.000000 1 -6.838727 12.802178 -3.851168 0
31 1.000000 1 -7.295619 10.749425 -4.207201 0
34 1.000000 1 -7.978639 12.241745 -4.141362 0
38 1.000000 1 -7.027265 11.377949 -4.262482 0
39 1.000000 1 -8.870625 11.846860 -5.054501 0
40 1.000000 1 -9.444920 11.829852 -4.642965 0
41 1.000000 1 -9.102925 10.725026 -4.468333 0
42 1.000000 1 -8.857278 9.024272 -5.110442 0
43 1.000000 1 -8.968173 8.364283 -5.299865 0
45 1.000000 1 -7.938035 9.600503 -5.104728 0
46 1.000000 1 -7.004160 11.150321 -4.686383 0
47 1.000000 1 -7.043091 11.928014 -3.307684 0
48 1.000000 1 -6.939686 11.749877 -3.435796 0
49 1.000000 1 -8.898164 11.533420 -1.861676 0
52 1.000000 1 -8.841037 12.181384 -3.169482 0
53 1.000000 1 -8.689097 10.894137 -3.342213 0
54 1.000000 1 -8.071981 10.849602 -1.867934 0
55 1.000000 1 -8.742669 11.497616 -3.507697 0
56 1.000000 1 -9.081800 12.241196 -3.915997 0
57 1.000000 1 -7.792929 11.749419 -3.496370 0
61 1.000000 1 -8.716820 11.894464 -4.879466 0
63 1.000000 1 -9.195335 10.076712 -6.348729 0
64 1.000000 1 -8.141858 10.749458 -5.485997 0
65 1.000000 1 -9.506105 10.407527 -4.717857 0
67 1.000000 1 -10.724344 10.341692 -3.540248 0
68 1.000000 1 -10.070519 10.996048 -5.295239 0
69 1.000000 1 -9.938324 12.134380 -5.827464 0
71 1.000000 1 -12.704331 11.418244 -4.469890 0
72 1.000000 1 -13.290179 10.956193 -3.616081 0
73 1.000000 1 -12.202955 9.653088 -3.534536 0
74 1.000000 1 -13.738018 9.949437 -4.024404 0
75 1.000000 1 -13.808958 9.124941 -4.171499 0
76 1.000000 1 -12.589599 7.469943 -3.286299 0
77 1.000000 1 -11.149131 6.724552 -1.816143 0
78 1.000000 1 -10.652527 7.196168 -1.380854 0
80 1.000000 1 -11.047816 7.223330 -1.220241 0
82 1.000000 1 -10.079669 7.771191 -0.714662 0
83 1.000000 1 -10.513119 9.071836 0.300920 0
84 1.000000 1 -9.076116 8.001171 -0.810892 0
85 1.000000 1 -7.903422 8.062765 1.308936 0
87 1.000000 1 -8.280289 8.185321 -1.003461 0
88 1.000000 1 -8.261581 8.533593 -1.327403 0
89 1.000000 1 -8.229218 8.800439 -1.020498 0
90 1.000000 1 -7.555785 9.409834 0.925671 0
92 1.000000 1 -5.449677 7.965003 -0.011749 0
93 1.000000 1 -5.203265 6.562084 -3.172493 0
94 1.000000 1 -6.285785 6.086717 -2.757663 0
95 1.000000 1 -6.225461 6.873981 -1.833248 0
96 1.000000 1 -5.425111 8.611259 -1.937631 0
97 1.000000 1 -5.393681 9.517050 -2.022599 0
98 1.000000 1 -4.915299 11.063153 -0.468674 0
99 1.000000 1 -5.393652 12.341055 0.029951 0
102 1.000000 1 -5.631432 11.875234 -1.115274 0
104 1.000000 1 -5.657020 13.296639 -1.289691 0
105 1.000000 1 -3.609645 12.432567 0.077207 0
106 1.000000 1 -2.420229 13.226887 0.887204 0
108 1.000000 1 -2.191993 13.401098 1.747953 0
112 1.000000 1 -1.800105 13.981554 1.983280 0
113 1.000000 1 -2.717445 15.392898 2.709112 0
114 1.000000 1 -2.671858 14.924819 3.785973 0
115 1.000000 1 -1.844456 15.084333 4.853298 0
117 1.000000 1 -2.416056 13.523873 4.721709 0
118 1.000000 1 -2.344224 12.446993 4.869856 0
119 1.000000 1 -1.320730 12.410338 3.887997 0
120 1.000000 1 -1.961800 12.482401 1.274954 0
121 1.000000 1 -2.523571 12.598970 0.902597 0
122 1.000000 1 -3.928122 11.223149 0.606223 0
123 1.000000 1 -3.370416 10.801328 0.354301 0
125 1.000000 1 -4.132434 9.683500 0.280541 0
127 1.000000 1 -2.603267 8.361447 0.594069 0
128 1.000000 1 -0.374127 8.964705 1.110992 0
130 1.000000 1 -0.457588 8.669465 -0.037180 0
131 1.000000 1 -1.146968 8.285629 1.340341 0
133 1.000000 1 0.073971 6.813687 1.926757 1
134 1.000000 1 -0.927186 7.106898 0.803568 0
135 1.000000 1 -1.125919 8.303010 0.253880 0
136 1.000000 1 -1.546616 8.306606 1.355164 0
137 1.000000 1 -1.823190 9.066429 1.141066 0
138 1.000000 1 -0.752650 8.747789 1.950518 0
139 1.000000 1 -2.847854 8.945588 2.362003 0
140 1.000000 1 -2.525598 8.110482 3.936284 0
141 1.000000 1 -3.790156 7.494703 3.092909 0
142 1.000000 1 -4.275481 8.879479 1.566449 0
143 1.000000 1 -4.562674 8.186464 0.948875 0
144 1.000000 1 -5.249802 5.822225 1.182961 0
145 1.000000 1 -4.506123 6.277565 1.420217 0
146 1.000000 1 -4.701620 7.535271 -1.344977 0
147 1.000000 1 -5.461739 7.227397 -1.656260 0
148 1.000000 1 -7.854100 6.081100 -0.459002 0
151 1.000000 1 -7.484757 6.413513 0.773156 0
152 1.000000 1 -6.663653 6.216701 1.273638 0
153 1.000000 1 -7.316290 6.722580 1.120858 0
155 1.000000 1 -5.906683 4.217300 3.851422 0
156 1.000000 1 -6.285227 4.244813 2.242398 0
157 1.000000 1 -5.821134 4.447545 4.026572 0
158 1.000000 1 -3.732919 5.999203 2.972989 0
159 1.000000 1 -3.486393 6.609911 3.801889 0
160 1.000000 1 -2.794107 5.848368 5.045807 0
161 1.000000 1 -3.407648 5.753958 4.649705 0
162 1.000000 1 -1.553624 5.114121 6.110504 0
163 1.000000 1 -0.118628 3.566135 5.747118 0
164 1.000000 1 0.662218 2.634297 4.702981 1
165 1.000000 1 1.213738 2.623718 3.336310 1
166 1.000000 1 0.843080 3.984848 3.201312 1
167 1.000000 1 0.096306 4.324685 5.098405 1
168 1.000000 1 -0.751600 3.984257 4.815117 0
169 1.000000 1 -0.613007 2.065113 4.622804 0
171 1.000000 1 -1.669291 3.049310 5.344967 0
172 1.000000 1 -2.429945 3.839063 5.380996 0
175 1.000000 1 -1.841793 4.492263 6.849444 0
178 1.000000 1 -2.633235 4.312324 7.490720 0
181 1.000000 1 -2.847363 6.363526 8.109775 0
182 1.000000 1 -3.954749 6.821208 8.008511 0
183 1.000000 1 -2.127146 6.357678 6.388349 0
184 1.000000 1 -2.274511 6.088303 5.263850 0
186 1.000000 1 -2.058498 6.093204 5.919419 0
187 1.000000 1 -2.782519 5.018107 7.247033 0
189 1.000000 1 -2.008561 5.622490 7.919291 0
191 1.000000 1 -2.058064 6.029199 6.479668 0
192 1.000000 1 -3.690759 7.328880 5.999336 0
193 1.000000 1 -3.791029 6.958389 5.084023 0
194 1.000000 1 -3.698551 6.920264 5.824707 0
196 1.000000 1 -3.291698 4.995834 6.615974 0
197 1.000000 1 -2.656852 4.042432 5.053746 0
198 1.000000 1 -1.163535 3.376619 4.786626 0
200 1.000000 1 -0.631361 5.144881 3.948439 0
201 1.000000 1 -0.508016 6.334656 2.878579 0
202 1.000000 1 0.141046 6.820562 4.406717 1
203 1.000000 1 0.356258 7.160150 3.280375 1
204 1.000000 1 0.328265 7.055293 3.244461 1
206 1.000000 1 -0.210164 7.269176 4.626009 0
207 1.000000 1 0.238375 9.801012 3.708974 1
208 1.000000 1 0.722853 9.161287 3.661522 1
209 1.000000 1 0.856348 9.061980 4.262788 1
210 1.000000 1 0.724012 10.171108 5.325797 0
211 1.000000 1 0.502729 10.151092 6.856304 0
213 1.000000 1 1.402054 10.329314 5.866004 0
215 1.000000 1 0.885501 10.971733 8.834803 0
216 1.000000 1 1.127893 10.945270 8.754909 0
217 1.000000 1 1.070393 12.293543 9.378183 0
218 1.000000 1 -0.068013 11.550499 10.226073 0
220 1.000000 1 -0.240930 11.649934 9.994670 0
221 1.000000 1 -0.806063 10.192761 10.331877 0
222 1.000000 1 0.407688 10.165379 12.772467 0
