2500 -564.116375 2.046221 4.957255 3.479336 1
2500 -564.116375 2.046221 4.957255 3.479336 0
2500 -564.116375 2.046221 4.957255 3.479336 0
2500 -544.472536 2.049586 5.018733 3.360164 1
2500 -455.714360 1.940006 5.084191 3.298917 1
2500 -455.714360 1.940006 5.084191 3.298917 0
2500 -455.714360 1.940006 5.084191 3.298917 0
2500 -400.737219 1.857274 5.188255 3.268214 1
2500 -400.737219 1.857274 5.188255 3.268214 0
2500 -306.188046 1.709518 5.244131 3.203403 1
2500 -283.552105 1.670493 5.268886 3.179894 1
2500 -283.552105 1.670493 5.268886 3.179894 0
2500 -283.552105 1.670493 5.268886 3.179894 0
2500 -283.552105 1.670493 5.268886 3.179894 0
2500 -283.552105 1.670493 5.268886 3.179894 0
2500 -283.552105 1.670493 5.268886 3.179894 0
2500 -263.378926 1.677785 5.131799 3.055018 1
2500 -263.378926 1.677785 5.131799 3.055018 0
2500 -263.378926 1.677785 5.131799 3.055018 0
2500 -237.320921 1.594998 5.158706 3.153960 1
2500 -237.320921 1.594998 5.158706 3.153960 0
2500 -168.795003 1.421256 5.235651 3.172585 1
2500 -168.795003 1.421256 5.235651 3.172585 0
2500 -168.795003 1.421256 5.235651 3.172585 0
2500 -161.290812 1.386756 5.263536 3.224168 1
2500 -156.466571 1.375917 5.304493 3.190013 1
2500 -156.466571 1.375917 5.304493 3.190013 0
2500 -153.763468 1.368886 5.298863 3.191015 1
2500 -153.763468 1.368886 5.298863 3.191015 0
2500 -143.694049 1.321010 5.454223 3.183496 1
2500 -137.384292 1.313126 5.506355 3.085856 1
2500 -137.384292 1.313126 5.506355 3.085856 0
2500 -137.384292 1.313126 5.506355 3.085856 0
2500 -137.384292 1.313126 5.506355 3.085856 0
2500 -137.384292 1.313126 5.506355 3.085856 0
2500 -111.019976 1.244028 5.322019 3.132748 1
2500 -108.368620 1.238129 5.372420 3.075318 1
2500 -108.368620 1.238129 5.372420 3.075318 0
2500 -108.368620 1.238129 5.372420 3.075318 0
2500 -73.973442 1.092315 5.404145 3.030400 1
2500 -65.628964 1.028105 5.460056 3.053373 1
2500 -60.033493 1.009162 5.417505 3.015022 1
2500 -60.033493 1.009162 5.417505 3.015022 0
2500 -60.033493 1.009162 5.417505 3.015022 0
2500 -47.231429 0.860321 5.491814 3.070096 1
2500 -43.561518 0.720766 5.553918 2.916048 1
2500 -43.561518 0.720766 5.553918 2.916048 0
2500 -43.561518 0.720766 5.553918 2.916048 0
2500 -43.561518 0.720766 5.553918 2.916048 0
2500 -43.561518 0.720766 5.553918 2.916048 0
2500 -43.561518 0.720766 5.553918 2.916048 0
2500 -43.561518 0.720766 5.553918 2.916048 0
2500 -43.908361 0.733052 5.565227 2.882135 1
2500 -41.124549 0.766748 5.456747 3.011022 1
2500 -41.124549 0.766748 5.456747 3.011022 0
2500 -41.124549 0.766748 5.456747 3.011022 0
2500 -41.124549 0.766748 5.456747 3.011022 0
2500 -41.124549 0.766748 5.456747 3.011022 0
2500 -41.124549 0.766748 5.456747 3.011022 0
2500 -42.167463 0.630324 5.422554 3.087836 1
2500 -36.812162 0.661637 5.227915 3.265445 1
2500 -36.812162 0.661637 5.227915 3.265445 0
2500 -33.029286 0.727072 5.052416 3.343918 1
2500 -33.029286 0.727072 5.052416 3.343918 0
2500 -33.029286 0.727072 5.052416 3.343918 0
2500 -33.029286 0.727072 5.052416 3.343918 0
2500 -33.029286 0.727072 5.052416 3.343918 0
2500 -33.029286 0.727072 5.052416 3.343918 0
2500 -33.595245 0.756707 5.003429 3.431704 1
2500 -32.839940 0.674258 4.988720 3.422770 1
2500 -33.058388 0.796194 4.823220 3.511290 1
